timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:58.989, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:00.003, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:01.016, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:02.029, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:03.043, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:04.056, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:05.069, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:06.082, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:07.096, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:08.109, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:09.123, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:10.136, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:11.149, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:12.163, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:13.297, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:14.311, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:15.324, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:16.337, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:17.351, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:18.365, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:19.378, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:20.391, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:21.407, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:22.423, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:23.437, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:24.450, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:25.464, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:26.477, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:27.491, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:28.504, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:29.518, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:30.535, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:31.548, 62 %, 5403 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:32.563, 57 %, 8769 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:33.579, 60 %, 12123 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:34.595, 51 %, 14971 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:35.610, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:36.626, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:37.642, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:38.659, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:39.675, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:40.692, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:41.708, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:42.725, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:43.741, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:44.758, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:45.774, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:46.790, 80 %, 13106 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:47.807, 30 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:48.821, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:49.835, 4 %, 580 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:50.854, 26 %, 3301 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:51.878, 53 %, 8077 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:52.894, 64 %, 11419 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:53.911, 60 %, 14005 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:54.927, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:55.943, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:56.957, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:57.973, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:58.989, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:00.005, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:01.021, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:02.038, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:03.054, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:04.071, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:05.087, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:06.105, 73 %, 13106 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:07.130, 29 %, 3733 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:08.145, 14 %, 1752 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:09.159, 38 %, 6019 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:10.174, 70 %, 9381 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:11.191, 62 %, 12625 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:12.208, 66 %, 14611 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:13.223, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:14.239, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:15.255, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:16.271, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:17.287, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:18.304, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:19.319, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:20.336, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:21.351, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:22.367, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:23.384, 74 %, 13114 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:24.400, 37 %, 11217 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:25.415, 59 %, 628 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:26.428, 17 %, 2861 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:27.442, 41 %, 6999 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:28.456, 42 %, 10301 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:29.474, 58 %, 13153 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:30.489, 57 %, 14713 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:31.505, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:32.520, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:33.537, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:34.554, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:35.571, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:36.587, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:37.603, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:38.620, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:39.636, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:40.653, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:41.669, 74 %, 13114 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:42.686, 71 %, 7487 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:43.728, 30 %, 714 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:44.742, 30 %, 3257 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:45.756, 31 %, 5035 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:46.770, 41 %, 6651 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:47.783, 47 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:48.797, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:49.810, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:50.823, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:51.837, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:52.851, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:53.865, 43 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:54.879, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:55.893, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:56.907, 38 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:57.921, 38 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:58.935, 14 %, 3733 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:59.981, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:00.994, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:02.008, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:03.021, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:04.035, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:05.047, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:06.060, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:07.080, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:08.093, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:09.106, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:10.120, 0 %, 0 MiB
