timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:46.911, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:48.052, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:49.065, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:50.078, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:51.092, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:52.105, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:53.118, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:54.132, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:55.145, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:56.159, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:57.173, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:58.186, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:14:59.200, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:00.213, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:01.226, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:02.239, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:03.252, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:04.265, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:05.279, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:06.292, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:07.306, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:08.319, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:09.331, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:10.344, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:11.478, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:12.499, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:13.515, 28 %, 3241 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:14.529, 28 %, 5055 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:15.543, 26 %, 6911 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:16.556, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:17.570, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:18.585, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:19.598, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:20.612, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:21.626, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:22.639, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:23.653, 43 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:24.667, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:25.680, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:26.694, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:27.709, 26 %, 3733 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:28.723, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:29.745, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:30.759, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:31.788, 6 %, 1282 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:32.805, 32 %, 3949 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:33.818, 39 %, 5767 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:34.832, 40 %, 7371 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:35.846, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:36.858, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:37.871, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:38.886, 38 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:39.900, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:40.914, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:41.928, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:42.942, 38 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:43.956, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:44.970, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:45.984, 28 %, 7487 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:46.999, 35 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:48.013, 0 %, 74 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:49.049, 15 %, 1643 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:50.066, 30 %, 4329 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:51.080, 32 %, 6147 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:52.093, 40 %, 7377 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:53.106, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:54.120, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:55.137, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:56.155, 38 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:57.169, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:58.183, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:15:59.197, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:00.212, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:01.225, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:02.241, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:03.255, 37 %, 5614 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:04.269, 26 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:05.283, 4 %, 733 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:06.297, 35 %, 3257 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:07.311, 32 %, 5055 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:08.325, 40 %, 6829 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:09.338, 44 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:10.351, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:11.364, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:12.377, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:13.391, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:14.405, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:15.419, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:16.433, 43 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:17.448, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:18.461, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:19.475, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:20.490, 6 %, 3733 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:21.510, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:23.258, 30 %, 3393 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:24.272, 49 %, 5191 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:25.286, 31 %, 6865 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:26.299, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:27.311, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:28.325, 38 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:29.339, 37 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:30.353, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:31.367, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:32.381, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:33.394, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:34.409, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:35.423, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:36.437, 33 %, 7487 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:37.452, 1 %, 3733 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:38.467, 3 %, 488 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:39.481, 22 %, 2206 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:40.496, 38 %, 4465 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:41.510, 35 %, 6259 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:42.524, 47 %, 7399 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:43.537, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:44.551, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:45.565, 38 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:46.579, 38 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:47.592, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:48.606, 43 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:49.619, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:50.633, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:51.647, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:52.660, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:53.675, 46 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:54.689, 18 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:55.703, 12 %, 592 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:56.718, 14 %, 1084 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:57.732, 32 %, 3941 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:58.746, 32 %, 5727 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:16:59.761, 43 %, 7117 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:00.774, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:01.787, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:02.801, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:03.815, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:04.829, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:05.843, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:06.857, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:07.874, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:08.891, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:09.906, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:10.920, 25 %, 5622 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:11.934, 26 %, 1868 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:12.949, 4 %, 890 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:13.962, 38 %, 3151 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:14.976, 42 %, 5011 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:15.990, 39 %, 6375 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:17.004, 40 %, 7459 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:18.018, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:19.032, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:20.046, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:21.060, 35 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:22.074, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:23.087, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:24.102, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:25.116, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:26.129, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:27.143, 28 %, 5622 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:28.159, 19 %, 5606 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:29.175, 8 %, 696 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:30.189, 8 %, 1775 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:31.203, 32 %, 4235 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:32.217, 32 %, 5867 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:33.230, 33 %, 7159 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:34.243, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:35.257, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:36.270, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:37.285, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:38.299, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:39.313, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:40.328, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:41.342, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:42.355, 39 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:43.369, 34 %, 7487 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:44.384, 27 %, 5622 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:45.399, 29 %, 2389 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:46.414, 4 %, 1010 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:47.428, 36 %, 3239 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:48.441, 41 %, 5077 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:49.454, 35 %, 6417 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:50.466, 41 %, 7473 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:51.485, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:52.499, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:53.513, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:54.527, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:55.540, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:56.554, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:57.568, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:58.582, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:17:59.596, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:00.611, 29 %, 7487 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:01.652, 28 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:02.666, 10 %, 592 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:03.680, 12 %, 1707 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:04.694, 44 %, 3943 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:05.707, 42 %, 5625 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:06.719, 32 %, 6951 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:07.731, 43 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:08.745, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:09.759, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:10.773, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:11.787, 42 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:12.801, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:13.815, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:14.829, 40 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:15.843, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:16.857, 41 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:17.871, 31 %, 5622 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:18.887, 29 %, 3755 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:19.903, 6 %, 962 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:20.917, 18 %, 2536 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:21.931, 43 %, 4811 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:22.944, 41 %, 6235 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:18:23.957, 38 %, 7377 MiB
