timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:41.925, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:42.948, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:43.961, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:44.975, 5 %, 500 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:45.989, 69 %, 5135 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:47.008, 61 %, 8593 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:48.024, 64 %, 11935 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:49.040, 66 %, 14795 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:50.075, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:51.091, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:52.106, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:53.121, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:54.138, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:55.154, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:56.170, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:57.187, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:58.202, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:07:59.219, 87 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:00.235, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:01.251, 63 %, 13106 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:02.267, 26 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:03.280, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:04.300, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:05.341, 26 %, 1504 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:06.360, 55 %, 6777 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:07.382, 48 %, 9985 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:08.397, 61 %, 13239 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:09.414, 76 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:10.429, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:11.445, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:12.461, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:13.477, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:14.493, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:15.509, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:16.525, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:17.542, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:18.558, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:19.575, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:20.591, 75 %, 14979 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:21.609, 1 %, 11193 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:22.626, 14 %, 596 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:23.640, 25 %, 2440 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:24.656, 57 %, 6858 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:25.671, 58 %, 10443 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:26.685, 64 %, 13277 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:27.700, 80 %, 14689 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:28.715, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:29.731, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:30.749, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:31.766, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:32.785, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:33.802, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:34.819, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:35.836, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:36.853, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:37.870, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:38.887, 80 %, 13106 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:39.904, 50 %, 5606 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:40.920, 12 %, 776 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:41.934, 22 %, 3297 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:42.950, 54 %, 7176 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:43.978, 60 %, 9990 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:44.995, 68 %, 13113 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:46.009, 81 %, 14447 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:47.023, 82 %, 14837 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:48.037, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:49.053, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:50.069, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:51.085, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:52.101, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:53.118, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:54.134, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:55.150, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:56.166, 79 %, 14979 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:57.183, 63 %, 13098 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:58.199, 16 %, 6109 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:08:59.214, 22 %, 3853 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:00.233, 61 %, 4412 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:01.249, 53 %, 7956 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:02.264, 62 %, 11345 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:03.278, 72 %, 13541 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:04.292, 84 %, 14711 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:05.306, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:06.323, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:07.339, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:08.355, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:09.372, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:10.388, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:11.404, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:12.420, 87 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:13.436, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:14.452, 82 %, 13114 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:15.469, 69 %, 9368 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:16.485, 13 %, 4442 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:17.499, 28 %, 4269 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:18.515, 34 %, 6044 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:19.529, 46 %, 9383 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:20.545, 54 %, 12341 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:21.560, 67 %, 14269 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:22.575, 83 %, 14963 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:23.590, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:24.605, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:25.621, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:26.641, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:27.658, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:28.675, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:29.698, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:30.719, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:31.735, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:32.751, 78 %, 13114 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:33.768, 53 %, 9360 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:34.784, 36 %, 2545 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:35.799, 12 %, 2498 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:36.813, 48 %, 6240 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:37.828, 66 %, 9673 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:38.844, 59 %, 12409 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:39.859, 70 %, 14375 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:40.874, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:41.888, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:42.903, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:43.919, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:44.935, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:45.951, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:46.967, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:47.983, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:48.999, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:50.015, 88 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:51.032, 70 %, 13106 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:52.049, 40 %, 9360 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:53.080, 26 %, 5037 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:54.097, 13 %, 3231 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:55.113, 26 %, 5888 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:56.243, 65 %, 10309 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:57.258, 60 %, 13007 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:58.275, 77 %, 14753 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:09:59.290, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:00.305, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:01.321, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:02.338, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:03.354, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:04.497, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:05.519, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:06.911, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:07.928, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:08.944, 71 %, 13106 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:09.960, 49 %, 7495 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:10.977, 42 %, 4561 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:11.994, 36 %, 3373 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:13.013, 47 %, 6353 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:14.051, 66 %, 10359 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:15.065, 67 %, 12967 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:16.081, 70 %, 14579 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:17.096, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:18.113, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:19.131, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:20.148, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:21.165, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:22.181, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:23.198, 87 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:24.215, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:25.232, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:26.249, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:27.267, 60 %, 13098 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:28.289, 28 %, 5614 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:29.305, 38 %, 1848 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:30.320, 43 %, 4536 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:31.335, 68 %, 8727 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:32.353, 64 %, 11861 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:33.369, 70 %, 13957 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:34.385, 82 %, 14965 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:35.401, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:36.417, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:37.433, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:38.450, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:39.466, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:40.483, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:41.500, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:42.517, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:43.534, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:44.551, 78 %, 14979 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:45.569, 65 %, 9360 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:46.584, 61 %, 4254 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:47.600, 25 %, 2771 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:48.614, 47 %, 5877 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:49.631, 52 %, 9803 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:50.647, 56 %, 12799 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:51.663, 74 %, 14485 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:52.679, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:53.694, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:54.711, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 15:10:55.727, 86 %, 14987 MiB
