timestamp, utilization.gpu [%], memory.used [MiB]
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:35.281, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:36.295, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:37.308, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:38.322, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:39.335, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:40.349, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:41.481, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:42.495, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:43.508, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:44.521, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:45.534, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:46.547, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:47.560, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:48.573, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:49.591, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:50.605, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:51.618, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:52.631, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:53.645, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:54.658, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:55.671, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:56.685, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:57.698, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:58.711, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:53:59.724, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:00.738, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:01.751, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:02.765, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:03.777, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:04.911, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:05.924, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:06.937, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:07.951, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:08.964, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:09.977, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:10.990, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:12.003, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:13.017, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:14.030, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:15.043, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:16.056, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:17.069, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:18.082, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:19.095, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:20.227, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:21.240, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:22.254, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:23.267, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:24.280, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:25.293, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:26.307, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:27.320, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:28.334, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:29.348, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:30.362, 15 %, 1357 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:31.378, 58 %, 6581 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:32.396, 62 %, 9857 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:33.413, 49 %, 13167 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:34.430, 69 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:35.445, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:36.460, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:37.475, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:38.490, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:39.505, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:40.522, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:41.539, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:42.555, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:43.571, 87 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:44.587, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:45.603, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:46.622, 30 %, 9328 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:47.641, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:48.655, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:49.670, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:50.685, 40 %, 2953 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:51.700, 55 %, 7299 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:52.715, 52 %, 10527 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:53.731, 54 %, 13509 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:54.747, 75 %, 14967 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:55.763, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:56.779, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:57.796, 82 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:58.812, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:54:59.828, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:00.844, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:01.861, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:02.877, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:03.894, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:04.911, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:05.928, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:06.944, 24 %, 7479 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:07.966, 0 %, 1 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:08.981, 31 %, 2957 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:09.996, 49 %, 7257 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:11.012, 63 %, 10719 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:12.027, 61 %, 13575 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:13.042, 79 %, 14905 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:14.056, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:15.072, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:16.088, 84 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:17.103, 82 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:18.121, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:19.137, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:20.154, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:21.170, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:22.186, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:23.203, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:24.220, 85 %, 14963 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:25.237, 7 %, 5606 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:26.311, 26 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:27.324, 32 %, 2973 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:28.339, 63 %, 7451 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:29.357, 68 %, 10837 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:30.374, 56 %, 13867 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:31.391, 83 %, 14939 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:32.409, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:33.425, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:34.441, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:35.458, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:36.474, 85 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:37.490, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:38.507, 86 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:39.523, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:40.539, 83 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:41.555, 87 %, 14987 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:42.572, 56 %, 13090 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:43.589, 3 %, 5606 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:44.603, 16 %, 1267 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:45.618, 13 %, 2261 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:46.632, 21 %, 3217 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:47.644, 25 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:48.655, 34 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:49.668, 33 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:50.685, 32 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:51.698, 35 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:52.712, 33 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:53.725, 29 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:54.739, 31 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:55.753, 32 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:56.767, 34 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:57.780, 29 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:58.794, 35 %, 3749 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:55:59.807, 2 %, 1868 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:00.822, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:01.835, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:02.849, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:03.863, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:04.962, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:05.976, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:06.990, 0 %, 0 MiB
timestamp, utilization.gpu [%], memory.used [MiB]
2022/01/04 14:56:08.004, 0 %, 0 MiB
